Date;1 Week;2 Weeks;1 Month;2 Months;3 Months;6 Months;9 Months;12 Months;EONIA;Inflation;Real_GDP_growth
3-11-2006;0.02;0.02;0.03;0.16;0.07;0.03;0.02;0.03;3.35;2;-1.369929534
6-11-2006;0.05;0.04;0.02;0.08;0.02;0.04;0.02;0.03;3.33;2;-1.369929534
7-11-2006;0.03;0.02;0.03;0.08;0.03;0.04;0.02;0.02;3.32;2;-1.369929534
8-11-2006;0.02;0.02;0.03;0.09;0.03;0.05;0.03;0.03;3.33;2;-1.369929534
9-11-2006;0.02;0.02;0.04;0.04;0.04;0.05;0.04;0.03;3.33;2;-1.369929534
10-11-2006;0.03;0.02;0.03;0.03;0.03;0.04;0.04;0.03;3.33;2;-1.369929534
13-11-2006;0.03;0.02;0.04;0.05;0.03;0.03;0.03;0.02;3.33;2;-1.369929534
14-11-2006;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;3.33;2;-1.369929534
15-11-2006;0.02;0.03;0.03;0.03;0.02;0.03;0.02;0.02;3.33;2;-1.369929534
16-11-2006;0.04;0.04;0.03;0.03;0.02;0.03;0.03;0.03;3.32;2;-1.369929534
17-11-2006;0.03;0.04;0.03;0.03;0.03;0.04;0.03;0.04;3.32;2;-1.369929534
20-11-2006;0.03;0.03;0.04;0.02;0.04;0.04;0.04;0.03;3.32;2;-1.369929534
21-11-2006;0.02;0.03;0.05;0.03;0.03;0.02;0.03;0.03;3.32;2;-1.369929534
22-11-2006;0.01;0.02;0.03;0.03;0.03;0.03;0.04;0.05;3.32;2;-1.369929534
24-11-2006;0.02;0.02;0.03;0.04;0.03;0.04;0.03;0.03;3.32;2;-1.369929534
27-11-2006;0.02;0.02;0.03;0.03;0.03;0.02;0.03;0.04;3.32;2;-1.369929534
28-11-2006;0.05;0.02;0.03;0.03;0.02;0.02;0.02;0.04;3.32;2;-1.369929534
29-11-2006;0.03;0.03;0.05;0.02;0.02;0.03;0.03;0.03;3.32;2;-1.369929534
30-11-2006;0.02;0.09;0.04;0.03;0.02;0.03;0.03;0.03;3.34;2;-1.369929534
1-12-2006;0.02;0.04;0.04;0.03;0.02;0.04;0.04;0.03;3.32;2.1;-1.369929534
4-12-2006;0.04;0.04;0.04;0.03;0.03;0.04;0.03;0.03;3.32;2.1;-1.369929534
5-12-2006;0.03;0.02;0.05;0.04;0.03;0.03;0.03;0.04;3.32;2.1;-1.369929534
6-12-2006;0.04;0.04;0.05;0.03;0.03;0.03;0.02;0.03;3.31;2.1;-1.369929534
7-12-2006;0.02;0.03;0.07;0.04;0.03;0.04;0.03;0.04;3.28;2.1;-1.369929534
8-12-2006;0.07;0.03;0.08;0.04;0.03;0.02;0.04;0.05;3.29;2.1;-1.369929534
11-12-2006;0.02;0.03;0.09;0.03;0.02;0.03;0.03;0.03;3.35;2.1;-1.369929534
12-12-2006;0.04;0.03;0.08;0.03;0.02;0.03;0.04;0.09;3.36;2.1;-1.369929534
13-12-2006;0.03;0.04;0.07;0.03;0.03;0.04;0.03;0.03;3.57;2.1;-1.369929534
14-12-2006;0.02;0.04;0.04;0.02;0.03;0.02;0.02;0.02;3.58;2.1;-1.369929534
15-12-2006;0.04;0.04;0.04;0.02;0.02;0.02;0.03;0.02;3.59;2.1;-1.369929534
18-12-2006;0.04;0.05;0.04;0.03;0.03;0.06;0.04;0.03;3.6;2.1;-1.369929534
19-12-2006;0.04;0.04;0.03;0.02;0.03;0.02;0.03;0.04;3.61;2.1;-1.369929534
20-12-2006;0.05;0.04;0.03;0.02;0.03;0.02;0.03;0.03;3.63;2.1;-1.369929534
21-12-2006;0.14;0.07;0.04;0.03;0.03;0.02;0.03;0.04;3.67;2.1;-1.369929534
22-12-2006;0.04;0.1;0.05;0.02;0.02;0.03;0.03;0.04;3.67;2.1;-1.369929534
27-12-2006;0.06;0.05;0.04;0.02;0.04;0.04;0.03;0.04;3.69;2.1;-1.369929534
28-12-2006;0.02;0.03;0.06;0.03;0.03;0.03;0.03;0.03;3.67;2.1;-1.369929534
29-12-2006;0.04;0.03;0.05;0.04;0.03;0.03;0.03;0.04;3.69;2.1;-1.369929534
2-1-2007;0.04;0.04;0.04;0.03;0.02;0.03;0.03;0.03;3.6;2.1;1.165689773
3-1-2007;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.03;3.6;2.1;1.165689773
4-1-2007;0.03;0.03;0.02;0.03;0.03;0.02;0.03;0.03;3.6;2.1;1.165689773
5-1-2007;0.02;0.02;0.02;0.02;0.03;0.02;0.03;0.03;3.59;2.1;1.165689773
8-1-2007;0.03;0.02;0.02;0.03;0.04;0.03;0.02;0.03;3.58;2.1;1.165689773
9-1-2007;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;3.56;2.1;1.165689773
10-1-2007;0.03;0.04;0.03;0.03;0.02;0.03;0.03;0.04;3.53;2.1;1.165689773
11-1-2007;0.03;0.03;0.02;0.04;0.04;0.03;0.03;0.04;3.52;2.1;1.165689773
12-1-2007;0.08;0.04;0.03;0.03;0.03;0.03;0.05;0.03;3.5;2.1;1.165689773
15-1-2007;0.03;0.04;0.03;0.03;0.02;0.03;0.03;0.03;3.52;2.1;1.165689773
16-1-2007;0.03;0.04;0.02;0.03;0.02;0.02;0.61;0.03;3.5;2.1;1.165689773
17-1-2007;0.03;0.03;0.02;0.03;0.02;0.03;0.02;0.04;3.57;2.1;1.165689773
18-1-2007;0.03;0.03;0.05;0.1;0.04;0.02;0.02;0.03;3.57;2.1;1.165689773
19-1-2007;0.03;0.04;0.03;0.03;0.03;0.03;0.03;0.03;3.57;2.1;1.165689773
22-1-2007;0.03;0.03;0.03;0.08;0.03;0.03;0.03;0.03;3.57;2.1;1.165689773
23-1-2007;0.03;0.03;0.03;0.04;0.02;0.03;0.03;0.03;3.57;2.1;1.165689773
24-1-2007;0.02;0.03;0.04;0.04;0.02;0.04;0.04;0.03;3.57;2.1;1.165689773
25-1-2007;0.03;0.03;0.03;0.03;0.04;0.04;0.03;0.03;3.57;2.1;1.165689773
26-1-2007;0.03;0.04;0.03;0.04;0.03;0.04;0.03;0.03;3.57;2.1;1.165689773
29-1-2007;0.11;0.03;0.03;0.04;0.03;0.05;0.02;0.03;3.57;2.1;1.165689773
30-1-2007;0.03;0.04;0.02;0.05;0.03;0.04;0.04;0.03;3.57;2.1;1.165689773
31-1-2007;0.02;0.03;0.03;0.06;0.03;0.03;0.03;0.04;3.59;2.1;1.165689773
1-2-2007;0.02;0.03;0.03;0.06;0.02;0.03;0.03;0.02;3.57;2.1;1.165689773
2-2-2007;0.03;0.03;0.02;0.05;0.02;0.03;0.03;0.03;3.56;2.1;1.165689773
5-2-2007;0.03;0.03;0.02;0.04;0.03;0.03;0.04;0.05;3.56;2.1;1.165689773
6-2-2007;0.03;0.03;0.02;0.02;0.03;0.03;0.02;0.02;3.55;2.1;1.165689773
7-2-2007;0.02;0.04;0.02;0.04;0.03;0.03;0.03;0.04;3.53;2.1;1.165689773
8-2-2007;0.03;0.03;0.02;0.04;0.03;0.12;0.04;0.07;3.53;2.1;1.165689773
9-2-2007;0.02;0.03;0.02;0.03;0.02;0.04;0.04;0.04;3.54;2.1;1.165689773
12-2-2007;0.02;0.03;0.04;0.04;0.03;0.03;0.02;0.03;3.55;2.1;1.165689773
13-2-2007;0.03;0.03;0.03;0.04;0.03;0.04;0.02;0.03;3.71;2.1;1.165689773
14-2-2007;0.03;0.03;0.02;0.03;0.03;0.03;0.02;0.04;3.57;2.1;1.165689773
15-2-2007;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.03;3.57;2.1;1.165689773
16-2-2007;0.02;0.02;0.04;0.03;0.05;0.04;0.02;0.03;3.57;2.1;1.165689773
19-2-2007;0.03;0.02;0.04;0.03;0.05;0.04;0.05;0.04;3.57;2.1;1.165689773
20-2-2007;0.03;0.02;0.03;0.02;0.03;0.02;0.02;0.03;3.57;2.1;1.165689773
21-2-2007;0.03;0.02;0.03;0.03;0.02;0.03;0.03;0.04;3.57;2.1;1.165689773
22-2-2007;0.03;0.03;0.03;0.03;0.02;0.03;0.02;0.03;3.57;2.1;1.165689773
23-2-2007;0.03;0.03;0.03;0.02;0.02;0.05;0.03;0.03;3.57;2.1;1.165689773
26-2-2007;0.03;0.02;0.03;0.03;0.03;0.03;0.04;0.03;3.57;2.1;1.165689773
27-2-2007;0.03;0.04;0.03;0.03;0.03;0.03;0.03;0.03;3.56;2.1;1.165689773
28-2-2007;0.02;0.05;0.03;0.03;0.03;0.03;0.03;0.02;3.6;2.1;1.165689773
1-3-2007;0.02;0.09;0.07;0.03;0.02;0.02;0.03;0.04;3.57;2.3;1.165689773
2-3-2007;0.02;0.02;0.03;0.04;0.02;0.02;0.03;0.03;3.57;2.3;1.165689773
5-3-2007;0.03;0.03;0.03;0.04;0.03;0.02;0.03;0.03;3.56;2.3;1.165689773
6-3-2007;0.06;0.04;0.05;0.07;0.04;0.02;0.02;0.03;3.56;2.3;1.165689773
7-3-2007;0.02;0.03;0.03;0.03;0.02;0.02;0.01;0.03;3.55;2.3;1.165689773
8-3-2007;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;3.54;2.3;1.165689773
9-3-2007;0.03;0.03;0.02;0.02;0.03;0.02;0.02;0.03;3.52;2.3;1.165689773
12-3-2007;0.02;0.03;0.02;0.02;0.02;0.02;0.03;0.02;3.52;2.3;1.165689773
13-3-2007;0.03;0.02;0.02;0.03;0.03;0.03;0.03;0.03;3.11;2.3;1.165689773
14-3-2007;0.03;0.03;0.03;0.03;0.04;0.05;0.04;0.04;3.82;2.3;1.165689773
15-3-2007;0.03;0.04;0.03;0.03;0.03;0.03;0.02;0.02;3.82;2.3;1.165689773
16-3-2007;0.02;0.03;0.02;0.03;0.03;0.03;0.04;0.04;3.82;2.3;1.165689773
19-3-2007;0.02;0.03;0.02;0.03;0.04;0.03;0.03;0.03;3.82;2.3;1.165689773
20-3-2007;0.02;0.03;0.02;0.03;0.03;0.03;0.03;0.03;3.82;2.3;1.165689773
21-3-2007;0.04;0.03;0.02;0.03;0.04;0.03;0.03;0.03;3.81;2.3;1.165689773
22-3-2007;0.06;0.03;0.04;0.04;0.03;0.04;0.03;0.03;3.81;2.3;1.165689773
23-3-2007;0.04;0.04;0.02;0.03;0.02;0.02;0.03;0.04;3.81;2.3;1.165689773
26-3-2007;0.03;0.02;0.03;0.03;0.03;0.02;0.02;0.04;3.81;2.3;1.165689773
27-3-2007;0.02;0.02;0.02;0.03;0.03;0.03;0.04;0.04;3.81;2.3;1.165689773
28-3-2007;0.03;0.03;0.02;0.03;0.03;0.04;0.03;0.03;3.82;2.3;1.165689773
29-3-2007;0.03;0.02;0.02;0.03;0.02;0.04;0.03;0.03;3.83;2.3;1.165689773
30-3-2007;0.03;0.02;0.02;0.03;0.03;0.04;0.04;0.04;3.9;2.3;1.165689773
2-4-2007;0.03;0.02;0.02;0.03;0.03;0.04;0.04;0.02;3.83;2.2;-0.414965559
3-4-2007;0.03;0.02;0.02;0.03;0.03;0.03;0.04;0.03;3.84;2.2;-0.414965559
4-4-2007;0.03;0.02;0.03;0.03;0.03;0.03;0.04;0.03;3.84;2.2;-0.414965559
5-4-2007;0.04;0.03;0.02;0.03;0.03;0.03;0.03;0.03;3.86;2.2;-0.414965559
10-4-2007;0.02;0.03;0.03;0.03;0.02;0.04;0.03;0.04;3.83;2.2;-0.414965559
11-4-2007;0.01;0.02;0.03;0.03;0.03;0.04;0.02;0.02;3.83;2.2;-0.414965559
12-4-2007;0.02;0.02;0.03;0.03;0.03;0.02;0.02;0.02;3.82;2.2;-0.414965559
13-4-2007;0.06;0.03;0.04;0.04;0.04;0.03;0.03;0.02;3.73;2.2;-0.414965559
16-4-2007;0.03;0.02;0.02;0.03;0.04;0.03;0.02;0.02;3.69;2.2;-0.414965559
17-4-2007;0.04;0.02;0.02;0.03;0.03;0.04;0.03;0.04;3.79;2.2;-0.414965559
18-4-2007;0.02;0.02;0.02;0.03;0.04;0.02;0.03;0.03;3.83;2.2;-0.414965559
19-4-2007;0.02;0.02;0.02;0.03;0.03;0.04;0.02;0.03;3.83;2.2;-0.414965559
20-4-2007;0.02;0.02;0.02;0.02;0.15;0.03;0.02;0.03;3.83;2.2;-0.414965559
23-4-2007;0.02;0.02;0.02;0.02;0.03;0.02;0.03;0.03;3.83;2.2;-0.414965559
24-4-2007;0.02;0.02;0.02;0.02;0.02;0.03;0.02;0.02;3.83;2.2;-0.414965559
25-4-2007;0.03;0.02;0.03;0.03;0.03;0.03;0.03;0.04;3.83;2.2;-0.414965559
26-4-2007;0.04;0.02;0.03;0.04;0.03;0.02;0.03;0.02;3.83;2.2;-0.414965559
27-4-2007;0.02;0.02;0.03;0.03;0.04;0.04;0.03;0.03;3.83;2.2;-0.414965559
30-4-2007;0.02;0.02;0.03;0.03;0.02;0.03;0.02;0.03;3.87;2.2;-0.414965559
2-5-2007;0.02;0.02;0.03;0.04;0.03;0.04;0.03;0.04;3.84;2.1;-0.414965559
3-5-2007;0.02;0.02;0.21;0.05;0.04;0.04;0.03;0.04;3.84;2.1;-0.414965559
4-5-2007;0.03;0.03;0.02;0.03;0.03;0.03;0.02;0.03;3.83;2.1;-0.414965559
7-5-2007;0.03;0.03;0.02;0.03;0.04;0.03;0.04;0.03;3.83;2.1;-0.414965559
8-5-2007;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;3.81;2.1;-0.414965559
9-5-2007;0.04;0.02;0.03;0.03;0.03;0.03;0.03;0.03;3.7;2.1;-0.414965559
10-5-2007;0.04;0.04;0.02;0.04;0.03;0.03;0.04;0.03;3.67;2.1;-0.414965559
11-5-2007;0.03;0.03;0.03;0.02;0.04;0.03;0.02;0.02;3.68;2.1;-0.414965559
14-5-2007;0.03;0.03;0.04;0.02;0.03;0.04;0.03;0.03;3.39;2.1;-0.414965559
15-5-2007;0.02;0.02;0.03;0.02;0.02;0.02;0.02;0.03;3.83;2.1;-0.414965559
16-5-2007;0.03;0.02;0.03;0.02;0.03;0.03;0.04;0.04;3.83;2.1;-0.414965559
17-5-2007;0.03;0.02;0.03;0.02;0.04;0.03;0.03;0.03;3.83;2.1;-0.414965559
18-5-2007;0.03;0.02;0.03;0.02;0.03;0.04;0.03;0.03;3.83;2.1;-0.414965559
21-5-2007;0.03;0.03;0.03;0.04;0.05;0.03;0.03;0.03;3.83;2.1;-0.414965559
22-5-2007;0.03;0.03;0.03;0.03;0.02;0.03;0.02;0.03;3.83;2.1;-0.414965559
23-5-2007;0.03;0.03;0.03;0.02;0.03;0.03;0.03;0.03;3.83;2.1;-0.414965559
24-5-2007;0.03;0.04;0.03;0.02;0.03;0.04;0.03;0.03;3.83;2.1;-0.414965559
25-5-2007;0.03;0.02;0.03;0.02;0.02;0.03;0.04;0.02;3.83;2.1;-0.414965559
28-5-2007;0.02;0.03;0.03;0.04;0.03;0.03;0.04;0.02;3.83;2.1;-0.414965559
29-5-2007;0.05;0.04;0.04;0.03;0.02;0.03;0.02;0.03;3.83;2.1;-0.414965559
30-5-2007;0.03;0.02;0.06;0.03;0.03;0.03;0.02;0.02;3.82;2.1;-0.414965559
31-5-2007;0.04;0.02;0.02;0.04;0.03;0.04;0.03;0.03;3.85;2.1;-0.414965559
1-6-2007;0.06;0.02;0.03;0.03;0.03;0.04;0.02;0.02;3.8;2.1;-0.414965559
4-6-2007;0.03;0.02;0.02;0.03;0.03;0.02;0.03;0.03;3.76;2.1;-0.414965559
5-6-2007;0.03;0.03;0.02;0.02;0.03;0.02;0.03;0.02;3.73;2.1;-0.414965559
6-6-2007;0.04;0.03;0.03;0.02;0.03;0.03;0.02;0.03;3.68;2.1;-0.414965559
7-6-2007;0.04;0.03;0.02;0.02;0.02;0.02;0.03;0.02;3.69;2.1;-0.414965559
8-6-2007;0.21;0.03;0.02;0.03;0.03;0.02;0.03;0.03;3.82;2.1;-0.414965559
11-6-2007;0.04;0.03;0.02;0.02;0.03;0.02;0.03;0.02;3.81;2.1;-0.414965559
12-6-2007;0.03;0.03;0.02;0.02;0.02;0.03;0.02;0.02;3.79;2.1;-0.414965559
13-6-2007;0.03;0.03;0.03;0.03;0.03;0.04;0.03;0.03;4.08;2.1;-0.414965559
14-6-2007;0.03;0.04;0.03;0.03;0.03;0.03;0.02;0.03;4.08;2.1;-0.414965559
15-6-2007;0.02;0.03;0.02;0.03;0.03;0.03;0.03;0.03;4.07;2.1;-0.414965559
18-6-2007;0.03;0.02;0.02;0.02;0.02;0.03;0.02;0.03;4.07;2.1;-0.414965559
19-6-2007;0.03;0.02;0.03;0.02;0.02;0.03;0.03;0.02;4.07;2.1;-0.414965559
20-6-2007;0.03;0.02;0.03;0.03;0.03;0.02;0.02;0.03;4.06;2.1;-0.414965559
21-6-2007;0.05;0.02;0.03;0.02;0.02;0.03;0.03;0.02;4.06;2.1;-0.414965559
22-6-2007;0.02;0.02;0.03;0.02;0.02;0.03;0.02;0.03;4.06;2.1;-0.414965559
25-6-2007;0.03;0.02;0.03;0.02;0.02;0.03;0.03;0.02;4.07;2.1;-0.414965559
26-6-2007;0.03;0.02;0.03;0.02;0.03;0.02;0.03;0.02;4.07;2.1;-0.414965559
27-6-2007;0.03;0.03;0.03;0.02;0.03;0.05;0.03;0.03;4.08;2.1;-0.414965559
28-6-2007;0.03;0.04;0.03;0.02;0.03;0.03;0.02;0.02;4.08;2.1;-0.414965559
29-6-2007;0.03;0.03;0.03;0.02;0.03;0.04;0.03;0.12;4.14;2.1;-0.414965559
2-7-2007;0.02;0.02;0.03;0.03;0.02;0.04;0.02;0.02;4.07;2;1.639954402
3-7-2007;0.02;0.03;0.04;0.03;0.03;0.02;0.02;0.02;4.04;2;1.639954402
4-7-2007;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;4.01;2;1.639954402
5-7-2007;0.02;0.02;0.03;0.03;0.03;0.03;0.05;0.03;4.05;2;1.639954402
6-7-2007;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;4.06;2;1.639954402
9-7-2007;0.02;0.02;0.02;0.03;0.02;0.03;0.02;0.02;4.06;2;1.639954402
10-7-2007;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;4.07;2;1.639954402
11-7-2007;0.03;0.03;0.03;0.03;0.04;0.03;0.04;0.03;4.07;2;1.639954402
12-7-2007;0.03;0.03;0.03;0.04;0.04;0.03;0.04;0.03;4.07;2;1.639954402
13-7-2007;0.03;0.02;0.03;0.02;0.03;0.03;0.03;0.03;4.07;2;1.639954402
16-7-2007;0.03;0.02;0.03;0.02;0.03;0.03;0.03;0.02;4.07;2;1.639954402
17-7-2007;0.03;0.03;0.02;0.03;0.03;0.03;0.02;0.03;4.07;2;1.639954402
18-7-2007;0.03;0.03;0.02;0.02;0.04;0.04;0.03;0.04;4.07;2;1.639954402
19-7-2007;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.05;4.07;2;1.639954402
20-7-2007;0.03;0.03;0.03;0.04;0.03;0.04;0.02;0.04;4.07;2;1.639954402
23-7-2007;0.04;0.03;0.03;0.03;0.04;0.04;0.03;0.04;4.07;2;1.639954402
24-7-2007;0.04;0.03;0.03;0.02;0.03;0.02;0.02;0.03;4.07;2;1.639954402
25-7-2007;0.04;0.03;0.03;0.02;0.03;0.03;0.03;0.03;4.07;2;1.639954402
26-7-2007;0.03;0.03;0.02;0.03;0.04;0.03;0.03;0.03;4.07;2;1.639954402
27-7-2007;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;4.06;2;1.639954402
30-7-2007;0.04;0.02;0.03;0.04;0.04;0.04;0.03;0.04;4.05;2;1.639954402
31-7-2007;0.02;0.03;0.03;0.03;0.04;0.03;0.04;0.04;4.08;2;1.639954402
1-8-2007;0.03;0.03;0.02;0.03;0.04;0.04;0.05;0.04;4.05;1.9;1.639954402
2-8-2007;0.02;0.02;0.02;0.04;0.04;0.04;0.07;0.06;4.04;1.9;1.639954402
3-8-2007;0.03;0.03;0.03;0.03;0.05;0.05;0.07;0.08;4.05;1.9;1.639954402
6-8-2007;0.02;0.03;0.03;0.04;0.03;0.03;0.03;0.05;4.07;1.9;1.639954402
7-8-2007;0.02;0.03;0.02;0.04;0.04;0.05;0.04;0.06;4.23;1.9;1.639954402
8-8-2007;0.03;0.03;0.02;0.02;0.04;0.03;0.03;0.05;4.09;1.9;1.639954402
9-8-2007;0.28;0.18;0.12;0.1;0.1;0.06;0.08;0.08;4.22;1.9;1.639954402
10-8-2007;0.12;0.11;0.06;0.1;0.09;0.09;0.13;0.07;4.14;1.9;1.639954402
13-8-2007;0.41;0.4;0.41;0.45;0.5;0.45;0.39;0.35;4.1;1.9;1.639954402
14-8-2007;0.1;0.08;0.06;0.04;0.04;0.04;0.04;0.04;4.05;1.9;1.639954402
15-8-2007;0.1;0.11;0.06;0.05;0.05;0.05;0.07;0.07;4.01;1.9;1.639954402
16-8-2007;0.05;0.11;0.09;0.09;0.07;0.09;0.1;0.13;4;1.9;1.639954402
17-8-2007;0.08;0.1;0.1;0.08;0.13;0.11;0.1;0.09;4;1.9;1.639954402
20-8-2007;0.07;0.05;0.14;0.11;0.14;0.11;0.09;0.1;4.02;1.9;1.639954402
21-8-2007;0.04;0.05;0.12;0.12;0.18;0.13;0.13;0.13;4.02;1.9;1.639954402
22-8-2007;0.06;0.07;0.12;0.11;0.19;0.14;0.15;0.16;4.03;1.9;1.639954402
23-8-2007;0.04;0.05;0.08;0.1;0.17;0.11;0.15;0.13;4.03;1.9;1.639954402
24-8-2007;0.1;0.1;0.1;0.15;0.29;0.08;0.1;0.11;3.93;1.9;1.639954402
27-8-2007;0.09;0.11;0.1;0.13;0.1;0.04;0.07;0.08;3.82;1.9;1.639954402
28-8-2007;0.07;0.06;0.08;0.15;0.11;0.05;0.06;0.07;3.72;1.9;1.639954402
29-8-2007;0.1;0.06;0.09;0.15;0.1;0.1;0.15;0.16;4.05;1.9;1.639954402
30-8-2007;0.13;0.09;0.06;0.05;0.07;0.06;0.09;0.1;4.13;1.9;1.639954402
31-8-2007;0.12;0.09;0.09;0.05;0.06;0.07;0.05;0.06;4.29;1.9;1.639954402
3-9-2007;0.11;0.09;0.1;0.08;0.11;0.1;0.1;0.12;4.272;2.2;1.639954402
4-9-2007;0.12;0.13;0.11;0.11;0.08;0.07;0.09;0.11;4.458;2.2;1.639954402
5-9-2007;0.32;0.2;0.14;0.08;0.31;0.07;0.07;0.07;4.588;2.2;1.639954402
6-9-2007;0.1;0.07;0.11;0.07;0.08;0.05;0.05;0.06;4.05;2.2;1.639954402
7-9-2007;0.11;0.1;0.08;0.05;0.08;0.09;0.1;0.12;3.816;2.2;1.639954402
10-9-2007;0.07;0.07;0.07;0.2;0.09;0.1;0.15;0.2;3.538;2.2;1.639954402
11-9-2007;0.1;0.08;0.1;0.09;0.13;0.14;0.16;0.23;3.865;2.2;1.639954402
12-9-2007;0.13;0.12;0.1;0.12;0.09;0.1;0.07;0.09;4.113;2.2;1.639954402
13-9-2007;0.08;0.12;0.07;0.07;0.09;0.13;0.1;0.1;3.956;2.2;1.639954402
14-9-2007;0.08;0.1;0.07;0.07;0.06;0.08;0.07;0.08;3.662;2.2;1.639954402
17-9-2007;0.06;0.1;0.07;0.06;0.07;0.08;0.06;0.09;3.573;2.2;1.639954402
18-9-2007;0.05;0.08;0.08;0.07;0.11;0.11;0.08;0.09;3.618;2.2;1.639954402
19-9-2007;0.09;0.08;0.07;0.07;0.12;0.12;0.09;0.09;4.095;2.2;1.639954402
20-9-2007;0.09;0.07;0.05;0.08;0.1;0.11;0.08;0.07;4.007;2.2;1.639954402
21-9-2007;0.11;0.08;0.05;0.05;0.09;0.1;0.07;0.07;4.041;2.2;1.639954402
24-9-2007;0.09;0.08;0.04;0.07;0.1;0.11;0.08;0.14;4.109;2.2;1.639954402
25-9-2007;0.12;0.09;0.08;0.07;0.1;0.13;0.1;0.08;4.218;2.2;1.639954402
26-9-2007;0.1;0.08;0.04;0.06;0.07;0.12;0.09;0.08;4.293;2.2;1.639954402
27-9-2007;0.1;0.08;0.02;0.07;0.12;0.13;0.13;0.14;4.137;2.2;1.639954402
28-9-2007;0.13;0.12;0.43;0.08;1.05;3.03;0.11;0.13;4.162;2.2;1.639954402
1-10-2007;0.07;0.13;0.04;0.08;0.06;0.12;0.12;0.13;3.858;2.7;-1.624041917
2-10-2007;0.08;0.05;0.05;0.08;1.07;0.1;0.11;0.1;3.829;2.7;-1.624041917
3-10-2007;0.08;0.09;0.05;0.08;0.08;1.08;0.09;0.1;3.845;2.7;-1.624041917
4-10-2007;0.09;0.04;0.04;0.06;0.12;0.12;0.11;0.1;3.811;2.7;-1.624041917
5-10-2007;0.11;0.12;0.1;0.08;0.1;0.1;0.1;0.09;3.673;2.7;-1.624041917
8-10-2007;0.13;0.12;0.11;0.28;0.1;0.1;0.1;0.1;3.621;2.7;-1.624041917
9-10-2007;0.11;0.12;0.09;0.1;0.07;0.1;0.11;0.1;3.945;2.7;-1.624041917
10-10-2007;0.12;0.12;0.12;0.13;0.08;0.08;0.08;0.09;3.946;2.7;-1.624041917
11-10-2007;0.08;0.08;0.08;0.09;0.09;0.08;0.08;0.08;3.818;2.7;-1.624041917
12-10-2007;0.15;0.13;0.1;0.13;0.09;0.1;0.1;0.1;3.83;2.7;-1.624041917
15-10-2007;0.09;0.06;0.06;0.03;0.1;0.15;0.1;0.05;3.99;2.7;-1.624041917
16-10-2007;0.13;0.12;0.23;0.37;0.11;0.12;0.11;0.1;4.008;2.7;-1.624041917
17-10-2007;0.09;0.08;0.08;0.08;0.09;0.08;0.09;0.08;4.029;2.7;-1.624041917
18-10-2007;0.07;0.06;0.08;0.09;0.09;0.09;0.09;0.08;4.039;2.7;-1.624041917
19-10-2007;0.07;0.08;0.06;0.09;0.07;0.09;0.1;0.07;4.03;2.7;-1.624041917
22-10-2007;0.06;0.06;0.07;0.08;0.08;0.11;0.1;0.09;4.033;2.7;-1.624041917
23-10-2007;0.08;0.06;0.07;0.08;0.08;0.1;0.09;0.06;4.038;2.7;-1.624041917
24-10-2007;0.08;0.08;0.07;0.09;0.1;0.11;0.09;0.06;4.033;2.7;-1.624041917
25-10-2007;0.07;0.08;0.08;0.08;0.1;0.13;0.14;0.1;4.033;2.7;-1.624041917
26-10-2007;0.07;0.08;0.08;0.08;0.09;0.11;0.11;0.1;4.033;2.7;-1.624041917
29-10-2007;0.07;0.06;0.07;0.08;0.1;0.11;0.13;0.13;4.039;2.7;-1.624041917
30-10-2007;0.07;0.07;0.06;0.15;0.1;0.14;0.12;0.15;4.041;2.7;-1.624041917
31-10-2007;0.07;0.08;0.06;0.08;0.09;0.13;0.13;0.14;4.131;2.7;-1.624041917
1-11-2007;0.1;0.1;0.08;0.13;0.09;0.13;0.14;0.14;4.067;3.1;-1.624041917
2-11-2007;0.08;0.09;0.08;0.14;0.12;0.16;0.16;0.14;4.061;3.1;-1.624041917
5-11-2007;0.07;0.08;0.07;0.46;0.11;0.13;0.13;0.13;4.054;3.1;-1.624041917
6-11-2007;0.07;0.07;0.07;0.08;0.09;0.09;0.1;0.1;4.041;3.1;-1.624041917
7-11-2007;0.07;0.07;0.07;0.08;0.09;0.09;0.09;0.1;4.041;3.1;-1.624041917
8-11-2007;0.05;0.06;0.05;0.1;0.11;0.1;0.1;0.11;4.035;3.1;-1.624041917
9-11-2007;0.05;0.04;0.05;0.08;0.11;0.1;0.1;0.1;3.944;3.1;-1.624041917
12-11-2007;0.08;0.07;0.05;0.08;0.09;0.08;0.08;0.08;3.837;3.1;-1.624041917
13-11-2007;0.07;0.07;0.05;0.09;0.09;0.08;0.08;0.08;3.755;3.1;-1.624041917
14-11-2007;0.06;0.06;0.05;0.09;0.09;0.08;0.08;0.09;4.039;3.1;-1.624041917
